1;2781.24;9.90;1571.49;small
1;2746.16;10.10;1548.63;small
2;2734.0;11.30;1576.0;small
2;2763.0;11.38;1612.0;small
3;2718.15;11.20;1677.80;small
3;2739.81;12.60;1645.90;small
4;2677.0;10.55;1604.0;small
4;2657.0;10.93;1577.0;small
5;2881.23;9.80;1535.80;small
5;2900.76;9.60;1566.91;small
6;2970.24;10.80;1565.60;small
6;2950.0;10.3;1568.0;small
7;2941.69;10.50;1516.84;big
7;2992.11;11.30;1492.10;big
8;3006.41;9.80;1553.92;big
8;3032.77;9.70;1579.70;small
8;3067.28;10.40;1542.92;small
9;3124.16;9.50;1706.70;small
9;3114.52;9.50;1793.31;small
10;3026.86;10.50;1664.72;small
10;3039.88;10.40;1717.47;small
11;2955.23;12.90;1777.71;big
11;2933.59;12.40;1727.3;big
12;3310.6;10.80;1940.46;small
12;3396.48;10.0;1919.81;small
13;3235.27;10.40;1816.89;big
13;3269.13;10.30;1767.68;big
14;3832.0;10.30;1761.0;big
14;3921.0;9.80;1669.0;big
14;3775.0;10.50;1657.0;big
16;2800.0;9.50;1783.0;big
16;2821.0;9.50;1650.0;big
17;3386.36;15.0;789.84;big
18;2754.0;9.50;1518.0;small
18;2837.0;9.50;1555.0;small
19;2878.0;10.7;1482.0;big
19;2837.34;10.40;1471.11;big
20;2822.0;9.85;1414.0;big
20;2887.0;9.73;1414.0;big
21;2945.0;11.60;1440.0;big
21;3032.0;12.10;1459.0;big
22;3111.96;10.90;1493.2;small
22;3075.92;10.90;1506.81;small
22;3029.51;11.60;1517.7;small
23;2991.0;11.10;1388.0;small
23;3045.0;9.85;1329.0;small
24;3077.0;11.20;1415.0;small
24;3127.0;11.25;1376.0;small
25;3224.0;9.75;1347.0;small
25;3152.0;11.63;1308.0;small
26;3229.0;10.45;1396.0;small
26;3179.0;10.45;1387.0;small
26;3240.58;9.80;1451.31;small
27;3171.24;15.0;1451.21;small
27;3114.0;9.80;1458.0;small
28;3408.74;10.70;1227.30;small
28;3359.0;9.50;1166.0;small
28;3487.16;9.70;1194.25;small
29;3098.69;9.50;1268.11;big
29;3051.99;9.50;1214.29;big
30;3281.69;9.50;1378.90;big
30;3367.60;9.50;1375.13;big
31;4025.0;10.57;831.0;big
31;4044.0;10.13;936.0;big
32;5031.0;9.50;1451.0;big
32;1165.0;9.50;277.0;big
33;351.13;10.90;1983.82;big
34;1449.0;12.18;1098.0;big
34;1544.0;9.70;1006.0;big
35;1857.0;10.0;255.69;big
35;1784.32;10.80;347.95;big
36;2024.0;11.30;1989.0;big
36;2138.0;14.23;1954.0;big
37;3171.0;10.40;1644.0;big
37;3214.0;10.30;1689.0;big
38;3126.57;10.30;1597.2;big
38;3123.0;10.82;1529.0;big
38;3093.14;9.80;1570.21;big
39;3210.89;10.50;1605.7;big
39;3187.77;9.90;1570.73;big
39;3190.0;10.60;1521.0;big
40;3554.81;10.40;1703.50;big
40;3653.41;9.90;1712.53;big
40;3562.81;9.80;1640.10;big
40;3657.25;10.0;1646.54;big
41;2791.99;11.70;1349.99;big
41;2696.93;13.50;1335.33;big
41;2757.37;12.10;1283.60;big
42;2702.0;9.50;1413.0;small
42;2735.0;9.50;1437.0;small
43;2643.0;9.50;1526.0;big
43;2610.0;9.50;1665.0;big
44;2294.0;9.50;1931.0;big
44;2414.0;9.50;1852.0;big
45;2812.84;9.50;1909.6;big
45;2624.6;9.50;1836.55;big
46;3464.0;9.50;1939.0;big
46;3186.0;9.50;2023.0;big
47;2588.0;9.50;1347.0;big
47;2501.0;9.50;1261.0;big
48;2658.0;9.50;1200.0;big
48;2556.0;9.50;1087.0;big
49;2430.0;9.50;1507.0;big
49;2307.0;9.50;1671.0;big
50;1867.0;9.50;1978.0;big
50;2078.0;9.50;1765.0;big
51;2321.0;9.50;1332.0;big
51;2191.0;9.50;1473.0;big
52;1350.0;9.50;1255.0;big
53;1605.0;9.50;1176.0;big
53;1848.0;9.50;1094.0;big
54;1701.0;9.50;1492.0;big
54;1778.0;9.50;1570.0;big
55;1913.0;9.50;1575.0;big
55;1875.0;9.50;1693.0;big
56;2034.0;9.50;1461.0;big
56;2089.0;9.50;1303.0;big
57;1827.0;9.50;1412.0;big
57;1811.0;9.50;1263.0;big
58;2266.0;9.50;1152.0;big
58;2355.0;9.50;1038.0;big
59;2000.0;9.50;1113.0;big
59;2087.0;9.50;952.0;big
60;3881.0;9.50;699.0;big
60;3730.0;9.50;545.0;big
61;2296.0;9.50;872.0;big
61;2491.0;9.50;826.0;big
62;2828.0;9.50;400.0;big
62;2739.0;9.50;590.0;big
63;1607.0;9.50;53.0;big
63;1840.0;9.50;76.0;big
64;2338.0;9.50;117.0;big
64;2025.0;9.50;104.0;big
64;1902.74;9.70;77.89;small
65;3300.0;9.50;58.0;big
65;3028.0;9.50;119.0;big
66;2433.0;9.50;538.0;big
66;2210.0;9.50;377.0;big
67;2853.0;9.50;100.0;big
67;2649.0;9.50;149.0;big
68;2874.0;9.50;1316.0;big
68;2795.0;9.50;1263.0;big
69;3308.82;9.50;1230.20;big
69;3210.3;9.50;1204.4;big
70;3618.0;9.50;1344.0;small
70;3599.0;9.50;1431.0;small
71;4072.0;9.50;529.0;big
71;4264.0;9.50;570.0;big
72;4474.0;9.50;653.0;big
72;4348.0;9.50;738.0;big
73;4412.0;9.50;798.0;big
73;4410.0;9.50;754.0;big
74;4117.0;9.50;288.0;big
74;4184.0;9.50;93.0;big
75;4634.0;9.50;919.0;big
75;4532.0;9.50;768.0;big
76;4710.61;9.50;1056.35;big
76;4798.91;9.50;1138.4;big
77;4725.0;9.50;1289.0;small
77;4731.67;9.50;1209.26;small
78;4879.0;9.50;937.0;big
78;4872.0;9.50;785.0;big
79;4908.0;9.50;1320.0;big
79;5006.0;9.50;1471.0;big
80;4719.14;10.20;820.1;big
80;4706.60;9.50;704.70;big
81;5096.0;9.50;419.0;big
81;5236.0;9.50;355.0;big
82;4979.35;9.50;489.30;small
82;4975.91;9.50;427.78;small
83;5421.0;9.50;360.0;big
83;5280.0;9.50;520.0;big
84;5157.2;9.50;639.61;big
84;4922.4;9.50;682.45;big
84;5211.45;9.50;722.85;big
84;5018.28;9.50;792.14;big
85;3617.0;9.50;169.0;big
85;3870.0;9.50;200.0;big
86;5251.0;9.50;123.0;big
86;5519.0;9.50;153.0;big
87;5093.0;9.50;1581.0;big
87;5229.0;9.50;1713.0;big
88;130.0;9.50;1939.0;big
88;5499.0;9.50;1729.0;big
89;896.49;9.50;1398.12;small
89;829.0;9.50;1528.0;small
90;5058.0;9.50;1292.0;big
90;4942.0;9.50;1182.0;big
91;4799.0;9.50;546.0;big
91;4882.0;9.50;521.0;big
92;4665.75;9.50;394.22;big
92;4734.0;9.50;449.0;big
93;4700.97;11.10;613.12;big
93;4628.76;9.50;558.52;big
94;5084.0;9.50;950.0;big
94;5193.0;9.50;1184.0;big
95;48.0;9.50;1185.0;big
95;5475.0;9.50;1177.0;big
96;56.0;9.50;1492.0;big
96;5448.0;9.50;1500.0;big
97;78.0;9.50;670.0;big
97;5432.0;9.50;801.0;big
98;4945.0;9.50;79.0;big
98;4744.0;9.50;68.0;big
99;4461.0;9.50;416.0;big
99;4485.0;9.50;132.0;big
100;3393.47;9.50;1009.4;small
100;3535.0;9.50;845.0;small
101;4141.0;9.50;779.0;big
101;4225.0;9.50;876.0;big
102;3499.0;9.50;516.0;big
102;3599.0;9.50;696.0;big
103;3457.0;9.50;353.0;small
103;3381.0;9.50;244.0;small
104;3735.0;9.50;882.0;big
104;3849.0;9.50;963.0;big
105;332.0;9.50;713.0;big
105;364.0;9.50;1114.0;big
106;1093.0;9.50;1207.0;big
106;1308.0;9.50;1039.0;big
107;1515.0;9.50;919.0;small
107;1439.0;9.50;995.0;small
108;1564.0;9.50;261.0;big
108;1610.0;9.50;494.0;big
109;1450.0;9.50;782.0;big
109;1507.0;9.50;643.0;big
110;1173.0;9.50;690.0;big
110;1198.0;9.50;914.0;big
111;772.0;9.50;715.0;big
111;810.0;9.50;1125.0;big
112;269.0;9.50;146.0;big
112;672.0;9.50;120.0;big
113;5587.0;9.50;457.0;big
113;433.0;10.38;384.0;big
114;642.0;9.50;1686.0;big
114;342.0;9.50;1730.0;big
115;627.0;9.50;1456.0;big
115;313.0;9.50;1464.0;big
116;3581.58;15.0;1227.7;big
116;3662.79;13.90;1185.24;big
116;3687.71;14.40;1168.90;big
116;3747.98;11.40;1101.77;big
117;1588.0;10.15;1541.0;small
117;1559.0;10.70;1474.0;small
118;922.0;10.30;1643.0;big
119;1292.0;10.0;1409.0;big
120;1226.0;13.38;1553.0;big
120;1366.0;13.75;1617.0;big
121;1686.0;11.12;1663.0;big
121;1569.0;10.70;1626.0;big
122;704.4;12.30;1998.19;big
123;1242.4;12.80;1231.68;small
123;1243.39;15.0;1176.84;small
124;1739.96;9.80;1000.24;big
124;1648.11;10.40;907.21;big
125;2129.27;11.40;524.45;small
125;2131.84;12.30;603.78;small
125;1999.0;10.40;509.0;big
126;2868.16;13.70;1233.68;small
126;2797.71;14.40;1218.77;small
126;2946.42;12.0;1226.6;small
127;3013.29;11.0;1078.20;small
127;2854.12;10.50;1148.25;small
127;2732.93;10.30;966.27;small
127;3087.10;10.0;922.90;small
127;3155.46;10.10;1072.84;small
127;2717.54;10.60;1101.89;small
128;3307.0;11.25;1067.0;big
128;3270.0;9.80;1142.0;small
129;3418.0;14.43;1310.0;big
129;3292.0;13.0;1301.0;big
130;3328.0;9.70;1459.0;big
130;3381.0;9.80;1497.0;big
130;3287.0;9.85;1523.0;big
130;3275.5;10.60;1487.69;small
131;3274.0;9.80;1586.0;big
131;3334.0;10.0;1602.0;big
132;3297.43;11.0;1672.64;big
132;3342.54;10.40;1740.61;big
133;3403.15;10.0;1550.45;big
133;3464.99;9.80;1593.42;big
133;3432.53;9.90;1643.77;big
134;3532.0;11.25;1336.0;small
134;3474.0;12.90;1371.0;small
135;3439.0;9.73;1437.0;big
135;3519.0;10.38;1424.0;big
136;3813.71;9.80;1567.84;big
136;3915.11;10.80;1456.52;big
136;3975.42;10.0;1546.66;big
137;3573.15;11.20;1550.64;big
137;3497.0;9.80;1517.0;big
137;3619.86;10.70;1574.34;big
137;3611.79;9.60;1487.58;big
138;3713.0;16.13;1573.0;small
138;3721.0;12.43;1664.0;small
139;3138.54;13.0;132.59;big
139;3235.39;14.10;215.90;big
140;2807.0;10.23;866.0;big
140;2938.0;10.73;790.0;big
140;2784.0;10.30;769.0;big
141;4239.0;10.38;1057.0;big
141;4167.0;10.30;1045.0;big
142;4423.97;12.80;981.36;big
142;4471.38;10.80;890.16;big
143;4622.73;9.70;1298.90;big
143;4655.12;11.90;1251.4;big
144;4351.91;13.40;1329.95;big
144;4451.66;15.50;1257.47;big
145;4188.23;15.20;1310.94;big
145;4051.0;12.63;1302.0;big
146;4198.0;21.95;1152.0;big
146;4120.0;19.33;1118.0;big
146;4092.12;22.50;1207.75;big
147;4197.12;10.0;1895.58;big
147;4430.8;10.50;1918.59;big
148;4964.96;12.30;1492.84;big
148;4916.65;12.90;1421.29;big
149;4429.44;11.60;1615.86;big
149;4530.78;10.40;1761.78;big
150;3458.42;9.90;1738.78;big
150;3466.73;9.80;1841.7;big
150;3416.71;10.50;1792.52;big
151;4006.64;10.30;1736.43;big
151;4109.17;9.80;1736.54;big
151;4080.58;10.10;1661.25;big
152;4327.90;14.60;1409.33;big
152;4411.0;13.63;1446.0;big
152;4544.0;13.65;1457.0;big
153;4053.0;10.15;1084.0;big
153;3948.0;9.80;1029.0;big
154;4938.0;9.85;1240.0;big
154;5009.0;9.50;1344.0;big
155;4703.98;10.40;1428.20;big
155;4729.98;10.50;1342.45;big
155;4667.9;11.90;1352.26;big
156;4705.0;10.50;183.0;small
156;4928.0;9.50;180.0;small
157;5565.0;11.65;162.0;big
157;5475.0;12.55;62.0;big
158;4525.0;12.10;534.0;small
158;4698.0;10.38;511.0;small
159;4630.0;10.43;702.0;big
159;4561.0;10.45;641.0;big
160;4755.31;11.40;769.7;big
160;4699.0;10.38;903.0;big
